study_id	bioproject_id	sample_id	library_strategy	organism	organism_enriched	organism_ontology	tissue	tissue_enriched	tissue_ontology	cell_type	cell_type_enriched	cell_type_ontology	cell_line	cell_line_enriched	cell_line_ontology	strain	strain_enriched	strain_ontology	developmental_stage	developmental_stage_enriched	developmental_stage_ontology	genotype	genotype_enriched	genotype_ontology	age	age_enriched	age_ontology	sex	sex_enriched	sex_ontology	condition	condition_enriched	condition_ontology	treatment	treatment_enriched	treatment_ontology	timepoint	timepoint_enriched	timepoint_ontology	replicate	replicate_enriched	replicate_ontology	batch	batch_enriched	batch_ontology	disease	disease_enriched	disease_ontology	stress	stress_enriched	stress_ontology	temperature	temperature_enriched	temperature_ontology	growth_condition	growth_condition_enriched	growth_condition_ontology	sample_title	sample_description
PRJNA1104180		SRS21112316	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		uninjected	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, low dose, uninj2	
PRJNA1104180		SRS21112317	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		dsRNA	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, low dose, dsRNA1	
PRJNA1104180		SRS21112318	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		dsRNA	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, low dose, dsRNA2	
PRJNA1104180		SRS21112319	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		uninjected	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, high dose, uninj1	
PRJNA1104180		SRS21112320	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		uninjected	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, high dose, uninj2	
PRJNA1104180		SRS21112321	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		dsRNA	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, high dose, dsRNA1	
PRJNA1104180		SRS21112322	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		dsRNA	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, high dose, dsRNA2	
PRJNA1009809		SRS18719023	OTHER	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no			no			no			no			no		100 µg/ml CHX, 100 µg/ml TIG	no			no			no			no			no			no			no			no		WT sphere (4 hpf) Ribo-seq rep1	
PRJNA1009809		SRS18719024	OTHER	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no			no			no			no			no		100 µg/ml CHX, 100 µg/ml TIG	no			no			no			no			no			no			no			no		WT bud (10 hpf) Ribo-seq rep1	
PRJNA1009808		SRS18719089	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	shelled egg	no	UBERON:0007379		no			no		TLAB strain	no		unfertilized egg (0 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT egg (0 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719090	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	shelled egg	no	UBERON:0007379		no			no		TLAB strain	no		unfertilized egg (0 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT egg (0 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719088	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		256-cell (2.5 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT 256-cell (2.5 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719091	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		256-cell (2.5 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT 256-cell (2.5 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719095	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		1000-cell (3 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT 1000-cell (3 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719097	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		1000-cell (3 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT 1000-cell (3 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719096	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719094	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719100	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Shield (6 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT shield (6 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719098	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Shield (6 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT shield (6 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719092	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719093	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) tRNA-seq rep2	
PRJNA1009808		SRS22272469	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		4 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) charged tRNA-seqrep 1	
PRJNA1009808		SRS22272470	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		4 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) charged tRNA-seqrep 2	
PRJNA1009808		SRS22272471	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		4 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) charged tRNA-seqrep 3	
PRJNA1009808		SRS22272472	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		10 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) charged tRNA-seqrep 1	
PRJNA1009808		SRS22272473	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		10 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) charged tRNA-seqrep 2	
PRJNA1009808		SRS22272474	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		10 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) charged tRNA-seqrep 3	
PRJNA1009807		SRS18719060	RNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) RNA-seq rep1	
PRJNA1009807		SRS18719061	RNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) RNA-seq rep2	
PRJNA1009807		SRS18719064	RNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) RNA-seq rep1	
PRJNA1009807		SRS18719063	RNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) RNA-seq rep2	
PRJNA989134		SRS18104445	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no			no		Wild type AB strain	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		Whole embryo, disome footprints, 4 hpf rep1	
PRJNA989134		SRS18104443	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no			no		Wild type AB strain	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		Whole embryo, disome footprints, 4 hpf rep2	
PRJNA989134		SRS18104444	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no			no		Wild type AB strain	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		Whole embryo, monosome footprints, 4 hpf rep1	
PRJNA989134		SRS18104446	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no			no		Wild type AB strain	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		Whole embryo, monosome footprints, 4 hpf rep2	
PRJNA918384		SRS16351692	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		8 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_wt+lowdoseMO_8h_replicate_1	
PRJNA918384		SRS16351693	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		8 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_wt+lowdoseMO_8h_replicate_2	
PRJNA918384		SRS16351694	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		cpeb1b mutant	no		8 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_cpeb1bmutant+lowdoseMO_8h_replicate_1	
PRJNA918384		SRS16351695	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		cpeb1b mutant	no		8 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_cpeb1bmutant+lowdoseMO_8h_replicate_2	
PRJNA918384		SRS16351696	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		16 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_wt+lowdoseMO_16h_replicate_1	
PRJNA918384		SRS16351697	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		16 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_wt+lowdoseMO_16h_replicate_2	
PRJNA918384		SRS16351698	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		cpeb1b mutant	no		16 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_cpeb1bmutant+lowdoseMO_16h_replicate_1	
PRJNA918384		SRS16351699	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		cpeb1b mutant	no		16 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_cpeb1bmutant+lowdoseMO_16h_replicate_2	
PRJNA918384		SRS16351700	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		22 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_wt+lowdoseMO_22h_replicate_1	
PRJNA918384		SRS16351701	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		22 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_wt+lowdoseMO_22h_replicate_2	
PRJNA918384		SRS16351702	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		cpeb1b mutant	no		22 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_cpeb1bmutant+lowdoseMO_22h_replicate_1	
PRJNA918384		SRS16351703	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		cpeb1b mutant	no		22 hpf	no			no			no			no			no			no			no			no			no			no			no		Ribo-seq_cpeb1bmutant+lowdoseMO_22h_replicate_2	
PRJNA872137		SRS14795567	OTHER	Danio rerio	no	NCBITaxon:7955	heart	no	UBERON:0000948		no		Wt	no			no			no		Eif4e1c +/+	no			no			no			no			no			no			no			no			no			no			no			no		zebrafish, Ribo-seq, Eif4e1c +/+, rep 1 [r_pR1]	
PRJNA872137		SRS14795568	OTHER	Danio rerio	no	NCBITaxon:7955	heart	no	UBERON:0000948		no		Wt	no			no			no		Eif4e1c +/+	no			no			no			no			no			no			no			no			no			no			no			no		zebrafish, Ribo-seq, Eif4e1c +/+, rep 2 [r_pR2]	
PRJNA872137		SRS14795569	OTHER	Danio rerio	no	NCBITaxon:7955	heart	no	UBERON:0000948		no		Mutant	no			no			no		Eif4e1c -/-	no			no			no			no			no			no			no			no			no			no			no			no		zebrafish, Ribo-seq, Eif4e1c -/-, rep 1 [r_mR1]	
PRJNA872137		SRS14795570	OTHER	Danio rerio	no	NCBITaxon:7955	heart	no	UBERON:0000948		no		Mutant	no			no			no		Eif4e1c -/-	no			no			no			no			no			no			no			no			no			no			no			no		zebrafish, Ribo-seq, Eif4e1c -/- rep2 [r_mR2]	
PRJNA872137		SRS14795571	RNA-Seq	Danio rerio	no	NCBITaxon:7955	heart	no	UBERON:0000948		no		Wt	no			no			no		Eif4e1c +/+	no			no			no			no			no			no			no			no			no			no			no			no		zebrafish, RNA-seq, Eif4e1c +/+, rep 1 [pR1]	
PRJNA872137		SRS14795572	RNA-Seq	Danio rerio	no	NCBITaxon:7955	heart	no	UBERON:0000948		no		Wt	no			no			no		Eif4e1c +/+	no			no			no			no			no			no			no			no			no			no			no			no		zebrafish, RNA-seq, Eif4e1c +/+, rep 2 [pR2]	
PRJNA872137		SRS14795573	RNA-Seq	Danio rerio	no	NCBITaxon:7955	heart	no	UBERON:0000948		no		Mutant	no			no			no		Eif4e1c -/-	no			no			no			no			no			no			no			no			no			no			no			no		zebrafish, RNA-seq, Eif4e1c -/-, rep 1 [mR1]	
PRJNA872137		SRS14795574	RNA-Seq	Danio rerio	no	NCBITaxon:7955	heart	no	UBERON:0000948		no		Mutant	no			no			no		Eif4e1c -/-	no			no			no			no			no			no			no			no			no			no			no			no		zebrafish, RNA-seq, Eif4e1c -/-, rep 2 [mR2]	
PRJNA871254		SRS14724783	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		AB	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		wild-type zebrafish embryos RNA-seq 72 hpf	
PRJNA871254		SRS14724784	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		Mycn mutant	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		Mycn mutant zebrafish embryos RNA-seq 72 hpf	
PRJNA871254		SRS14724785	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		AB	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		wild-type zebrafish embryos Ribo-seq 72 hpf replicate 1	
PRJNA871254		SRS14724786	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		AB	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		wild-type zebrafish embryos Ribo-seq 72 hpf replicate 2	
PRJNA871254		SRS14724787	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		Mycn mutant	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		Mycn mutant zebrafish embryos Ribo-seq 72 hpf replicate 1	
PRJNA871254		SRS14724788	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		Mycn mutant	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		Mycn mutant zebrafish embryos Ribo-seq 72 hpf replicate 2	
PRJNA726251		SRS8805905	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no		AB	no			no			no			no			no			no		PACE library injected	no			no			no			no			no			no			no			no		zebrafish_monosome_codontag_rep1	
PRJNA726251		SRS8805906	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no		AB	no			no			no			no			no			no		PACE library injected	no			no			no			no			no			no			no			no		zebrafish_monosome_codontag_rep2	
PRJNA715464		SRS8490233	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		ribosomes 4h WT rep1	
PRJNA715464		SRS8490234	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		ribosomes 4h WT rep2	
PRJNA715464		SRS8490235	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		ribosomes 4h KO rep1	
PRJNA715464		SRS8490236	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		ribosomes 4h KO rep2	
PRJNA715464		SRS9685363	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		Ddx3xb mutant+ddx3xbFL 4h ribo-seq rep1 [ribosomes_4h_KO_ddx3xbFL1]	
PRJNA715464		SRS9685364	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		Ddx3xb mutant+ddx3xbFL 4h ribo-seq rep2 [ribosomes_4h_KO_ddx3xbFL2]	
PRJNA715464		SRS9685365	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		Ddx3xb mutant+ddx3xb△N 4h ribo-seq rep1 [ribosomes_4h_KO_ddx3xb△N1]	
PRJNA715464		SRS9685366	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		Ddx3xb mutant+ddx3xb△N 4h ribo-seq rep2 [ribosomes_4h_KO_ddx3xb△N2]	
PRJNA551383		SRS5030897	OTHER	Danio rerio	no	NCBITaxon:7955		no			no			no		AB strain	no		4 hpf embryo	no		WT	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		zebrafish_monosome_rep1	
PRJNA551383		SRS5030899	OTHER	Danio rerio	no	NCBITaxon:7955		no			no			no		AB strain	no		4 hpf embryo	no		WT	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		zebrafish_monosome_rep2	
PRJNA551383		SRS5030898	OTHER	Danio rerio	no	NCBITaxon:7955		no			no			no		AB strain	no		4 hpf embryo	no		WT	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		zebrafish_disome_rep1	
PRJNA551383		SRS5030900	OTHER	Danio rerio	no	NCBITaxon:7955		no			no			no		AB strain	no		4 hpf embryo	no		WT	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		zebrafish_disome_rep2	
PRJNA305418		SRS1197399	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		2hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		2hpf	
PRJNA305418		SRS1197479	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		12hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		12hpf	
